chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
X	72990001	73080000	X	72990001	73980000	990000	90000	3.8258140832640075	96.0%	0.017634854771784232	20.819345519820097
16	23960001	24040000	16	23960001	25050000	1090000	80000	10.997399653376828	99.0%	0.006224066390041493	17.923397529693545
9	33060001	33130000	9	32360001	33130000	770000	70000	15.230832190218978	99.0%	0.0031120331950207467	17.611701368547823
X	166640001	166720000	X	166640001	167260000	620000	80000	6.379794705191171	96.0%	0.05964730290456431	16.452686049738492
14	54200001	54280000	14	54200001	54680000	480000	80000	23.102062044641745	99.0%	0.007261410788381743	15.161706382492525
3	100930001	101020000	3	100930001	101500000	570000	90000	18.069010198911943	99.0%	0.04253112033195021	13.028309591047227
4	144860001	144950000	4	144860001	145350000	490000	90000	21.215456244655176	99.0%	0.005186721991701245	11.746735976697934
6	71760001	71840000	6	71130001	71840000	710000	80000	16.225756222673553	99.0%	0.005186721991701245	10.583294778966426
1	156040001	156120000	1	156040001	156900000	860000	80000	11.663846163109314	99.0%	0.002074688796680498	10.393178995062383
17	52430001	52500000	17	51750001	52500000	750000	70000	11.721197020029978	99.0%	0.022821576763485476	9.74521888511865
10	122520001	122590000	10	122520001	123240000	720000	70000	13.138268455817737	98.0%	0.00466804979253112	9.304263307753255
10	93020001	93100000	10	93020001	93580000	560000	80000	16.446867063883094	99.0%	0.006224066390041493	9.041198059560442
6	51140001	51230000	6	51140001	52340000	1200000	90000	7.677799904184097	96.0%	0.008298755186721992	9.033616102188725
15	61960001	62020000	15	61960001	63740000	1780000	60000	7.4431494452499605	99.0%	0.008817427385892116	8.728414284672393
2	173520001	173590000	2	172820001	173590000	770000	70000	14.441644913345998	99.0%	0.00933609958506224	8.509042995513457
10	8180001	8270000	10	7800001	8270000	470000	90000	17.27822315234128	99.0%	0.01867219917012448	8.369800075735727
3	40470001	40550000	3	40470001	41210000	740000	80000	9.491212113283478	98.0%	0.0031120331950207467	8.333170731492743
6	52240001	52330000	6	52240001	53020000	780000	90000	10.766899251640668	99.0%	0.005186721991701245	8.317380483971386
8	34160001	34240000	8	34160001	34840000	680000	80000	14.96253936194413	99.0%	0.011410788381742738	8.143306248011003
3	52220001	52300000	3	52220001	53010000	790000	80000	11.813484320799304	99.0%	0.03423236514522822	8.0484180926808
14	16150001	16240000	14	15060001	16240000	1180000	90000	9.188529300548579	99.0%	0.013485477178423237	7.9825483446769026
12	99060001	99130000	12	99060001	100130000	1070000	70000	10.35153762210897	99.0%	0.03423236514522822	7.910378194750033
12	110390001	110470000	12	110390001	111090000	700000	80000	12.978417600320729	99.0%	0.006224066390041493	7.900556669002646
19	9050001	9140000	19	8700001	9140000	440000	90000	21.376411743748818	99.0%	0.006742738589211619	7.702807204237373
X	11600001	11690000	X	11600001	12370000	770000	90000	6.055889653430392	96.0%	0.06431535269709543	7.626716723411771
1	38960001	39040000	1	38960001	39570000	610000	80000	17.671291352902774	99.0%	0.006224066390041493	7.610077211978625
1	137990001	138050000	1	137010001	138050000	1040000	60000	11.626470921998035	98.0%	0.016078838174273857	7.417509103481987
7	67750001	67840000	7	67750001	68380000	630000	90000	14.534721126856844	99.0%	0.006224066390041493	7.186591599897938
4	95000001	95090000	4	95000001	95940000	940000	90000	11.005183070455601	99.0%	0.03475103734439834	6.9331066506790044
13	46270001	46350000	13	46270001	46820000	550000	80000	15.914631256284434	99.0%	0.06016597510373444	6.873811903757544
1	57400001	57490000	1	57400001	58070000	670000	90000	13.620690309780839	99.0%	0.03319502074688797	6.4653227736598256
X	166140001	166230000	X	166140001	166640000	500000	90000	5.690506120523431	97.0%	0.06690871369294606	6.4345668548749915
1	166100001	166190000	1	165570001	166190000	620000	90000	15.286609520132917	98.0%	0.011929460580912862	6.2062679940053656
7	75100001	75180000	7	75100001	75920000	820000	80000	9.225117382709145	98.0%	0.005186721991701245	6.1644436089636665
5	109550001	109620000	5	109550001	110350000	800000	70000	10.62898997568301	99.0%	0.012448132780082988	6.063302386044643
9	123780001	123870000	9	123360001	123870000	510000	90000	21.74045464213869	98.0%	0.01037344398340249	6.035800665101763
1	106330001	106420000	1	105850001	106420000	570000	90000	15.034706393540139	99.0%	0.007261410788381743	5.991665018788427
16	25020001	25110000	16	24060001	25110000	1050000	90000	8.951938048838617	97.0%	0.07157676348547717	5.955958650674835
10	99550001	99640000	10	99080001	99640000	560000	90000	14.162213666745867	99.0%	0.03734439834024896	5.946803413173454
X	167250001	167330000	X	167250001	168220000	970000	80000	3.658455118847573	97.0%	0.08298755186721991	5.621220673289217
8	34780001	34870000	8	34110001	34870000	760000	90000	14.542057918647016	99.0%	0.07935684647302904	5.573862085462948
9	32910001	33000000	9	32410001	33000000	590000	90000	19.997697832991463	99.0%	0.006224066390041493	5.460095173285025
1	177660001	177740000	1	176740001	177740000	1000000	80000	10.39129727248274	96.0%	0.01037344398340249	5.404808110086493
13	63300001	63380000	13	62890001	63380000	490000	80000	16.889866208454	99.0%	0.03319502074688797	5.33274704721019
11	96250001	96340000	11	96250001	96890000	640000	90000	16.989732792775662	99.0%	0.006742738589211619	5.325743555257266
1	38720001	38810000	1	38160001	38810000	650000	90000	14.315365605602627	99.0%	0.04045643153526971	5.295738879779642
13	97900001	97980000	13	97210001	97980000	770000	80000	11.539794562993501	99.0%	0.03630705394190872	5.226522783458855
4	59530001	59620000	4	58970001	59620000	650000	90000	14.999303562583329	99.0%	0.028008298755186723	5.223366614514291
1	37240001	37320000	1	37240001	37680000	440000	80000	20.31634437499473	99.0%	0.01141078838174274	5.178973695538402
14	76980001	77050000	14	75980001	77050000	1070000	70000	7.378785473180692	98.0%	0.09232365145228216	5.151419853173088
1	182110001	182190000	1	182110001	182540000	430000	80000	17.275036806100612	99.0%	0.006224066390041493	5.121962428368694
7	49080001	49160000	7	48730001	49160000	430000	80000	19.17569984634087	99.0%	0.014522821576763486	5.089157778417418
7	38160001	38220000	7	38160001	40980000	2820000	60000	2.8990341703934384	95.0%	0.011929460580912862	4.952324950371469
10	26850001	26920000	10	26320001	26920000	600000	70000	12.82392549855403	99.0%	0.02074688796680498	4.864212485349284
2	83990001	84060000	2	83990001	84910000	920000	70000	8.797309155921493	98.0%	0.00933609958506224	4.798987887701214
X	103450001	103520000	X	103450001	104020000	570000	70000	5.589388271557106	98.0%	0.056016597510373446	4.785606525777695
15	8570001	8660000	15	8120001	8660000	540000	90000	15.133736987372648	98.0%	0.014522821576763486	4.749699553753183
3	96260001	96340000	3	96260001	96730000	470000	80000	16.682585593267515	99.0%	0.005186721991701245	4.724435802908457
2	128350001	128440000	2	127870001	128440000	570000	90000	17.90385106074669	99.0%	0.08713692946058091	4.687024239970283
1	138060001	138150000	1	138060001	139180000	1120000	90000	10.736115011845497	98.0%	0.008817427385892116	4.6743386653631935
19	7030001	7100000	19	7030001	7450000	420000	70000	20.2225462903958	99.0%	0.007261410788381743	4.654587713754918
16	50690001	50780000	16	49600001	50780000	1180000	90000	6.688471971125638	95.0%	0.014004149377593362	4.654562432418861
18	5960001	6040000	18	4720001	6040000	1320000	80000	8.282011204265777	96.0%	0.09387966804979253	4.5578051459155144
13	90920001	91010000	13	90920001	91860000	940000	90000	9.41166658652129	98.0%	0.01867219917012448	4.5519871602273065
4	130510001	130580000	4	130510001	131200000	690000	70000	8.592880612360023	95.0%	0.005186721991701245	4.508036312063287
14	44940001	45010000	14	44940001	45490000	550000	70000	12.406062516224639	97.0%	0.015560165975103735	4.432725155872673
3	101780001	101870000	3	101010001	101870000	860000	90000	10.757019839223371	99.0%	0.033713692946058096	4.332669744504658
12	16480001	16570000	12	15590001	16570000	980000	90000	10.238326191785168	97.0%	0.0570539419087137	4.302355472331531
4	41700001	41760000	4	40680001	41760000	1080000	60000	8.470435637570464	98.0%	0.02645228215767635	4.294448761576943
1	173910001	173990000	1	173460001	173990000	530000	80000	12.527255729097131	99.0%	0.004149377593360996	4.21869947528205
7	101620001	101710000	7	101620001	102090000	470000	90000	18.172060765143407	99.0%	0.00933609958506224	4.190063338391638
1	143760001	143850000	1	143760001	144430000	670000	90000	12.242271363496235	95.0%	0.005186721991701245	4.178077641577234
13	102620001	102700000	13	101210001	102700000	1490000	80000	6.46700924204648	95.0%	0.06327800829875518	4.090921485564951
1	192080001	192150000	1	190930001	192150000	1220000	70000	7.5290276121924995	97.0%	0.008298755186721992	4.090464662045258
2	103540001	103600000	2	103540001	103880000	340000	60000	25.259301267489946	99.0%	0.007780082987551867	4.080175403720485
10	67290001	67360000	10	67290001	67860000	570000	70000	12.72014395850572	99.0%	0.056016597510373446	4.047478889241799
10	111910001	112000000	10	110940001	112000000	1060000	90000	7.461078929746305	99.0%	0.06846473029045644	4.010278558624752
